product_name,variant,impact_joules,impact_kN,vehicle_test,image_url,price_basis,price_aed,price_1_2_m,price_2_10_m,price_10_20_m,price_20p_m,currency,cold_storage,source
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5600mm, Yellow","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3470.06,,,,,AED,False,Green Price List (2023 V4)
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5700mm, Yellow","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3516.86,,,,,AED,False,Green Price List (2023 V4)
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5800mm, Yellow","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3563.66,,,,,AED,False,Green Price List (2023 V4)
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5900mm, Yellow","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3608.28,,,,,AED,False,Green Price List (2023 V4)
iflex height restrictor,"iFlex Height Restrictor Top Rail, 6000mm, Yellow","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3653.21,,,,,AED,False,Green Price List (2023 V4)
iflex height restrictor,"iFlex Height Restrictor post, 2000mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3119.88,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2100mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3246.42,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2200mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3295.09,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2300mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3343.77,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2400mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3392.44,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2500mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3441.11,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2600mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3502.76,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2700mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3533.59,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2800mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3593.62,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 2900mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3710.43,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3000mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4200.39,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3100mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4244.2,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3200mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4281.51,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3300mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4341.54,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3400mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4390.21,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3500mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4445.38,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3600mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4516.76,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3700mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4612.48,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3800mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4661.16,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 3900mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4709.83,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4000mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4758.5,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4100mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4805.55,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4200mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4854.22,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4300mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4902.89,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4400mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,4951.56,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4500mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5000.24,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4600mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5042.42,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4700mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5095.96,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4800mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5138.14,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 4900mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5198.17,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 5000mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5757.9,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 5100mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5811.44,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor post, 5200mm, STD Base, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,5852.0,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1200mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,903.68,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1300mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,986.42,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1400mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1051.32,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1500mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1142.17,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1600mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1223.29,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1700mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1301.16,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1800mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1379.04,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 1900mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1460.16,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2000mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1538.04,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2100mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1374.17,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2200mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1421.22,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2300mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1466.65,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2400mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1513.7,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2500mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1560.75,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2600mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1607.8,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2700mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1651.6,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2800mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1697.03,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 2900mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1744.08,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3000mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1791.13,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3100mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1836.56,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3200mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1883.61,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3300mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1930.66,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3400mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,1977.71,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3500mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2024.76,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3600mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2070.18,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3700mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2117.23,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3800mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2164.28,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 3900mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2211.33,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4000mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2258.38,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4100mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2725.63,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4200mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2772.68,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4300mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2818.11,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4400mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2866.78,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4500mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2912.21,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4600mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,2959.26,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4700mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3004.68,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4800mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3051.73,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 4900mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3098.78,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5000mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3145.83,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5100mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3189.64,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5200mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3236.69,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5300mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3283.74,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5400mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3329.16,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5500mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3376.21,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5600mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3423.26,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5700mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3470.31,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5800mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3517.36,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 5900mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3562.79,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
iflex height restrictor,"iFlex Height Restrictor Top Rail, 6000mm, Black-Blue, Cold Storage","5,800",,3.6 T @ 7 Km/h,https://webcdn.asafe.com/media/5679/iflexheightrestrictsitu1156x556_03.jpg,per item,3609.84,,,,,AED,True,"Green Price List (2023 V4, Cold Storage)"
mFlex Double Traffic Barrier,,"9,100",,3.6 T @ 8 Km/h,https://webcdn.asafe.com/media/2975/mflex-double-traffic-barrier-micro-_qu.jpg,per linear metre,,961.63,781.58,696.61,665.16,AED,False,Linear Metre Price List (2023 V4)
mFlex Single Traffic Barrier,,"5,400",,2.1 T @ 8 Km/h,https://webcdn.asafe.com/media/2976/mflex-single-traffic-barrier-micro-_qu.jpg,per linear metre,,701.07,520.39,469.48,440.63,AED,False,Linear Metre Price List (2023 V4)
